  ŠIFRANT   LOOB         ŠIFRANT UPRAVNIH ENOT IN STARIH OBÈIN
  266D                   ZBIRANJE PODATKOV Z NAMENOM IZROÈITVE   O
  266E                   PRIDOBITEV PODATKOV   O
  266F                   JAVNA OBJAVA PODATKOV   O
  266G                   IZ KORISTOLJUBJA   O
  266H                   Z NAMENOM OBJAVE   O
  266I                   ZA UPORABO V TUJINI   O
  266J                   POSLEDICE SO DEJANSKO NASTALE   O
  266K                   POSLEDICE BI LAHKO NASTALE   O
  267A                   TERJANJE DARILA/KORISTI   O
  267B                   SPREJETJE DARILA/KORISTI   O
  267C                   SPREJETJE OBLJUBE DARILA/KORISTI   O
  267D                   ZA IZVEDBO NEDOVOLJENEGA DEJANJA   O
  267E                   ZA NEIZVEDBO PREDPISANEGA DEJANJA   O
  267F                   ZA IZVEDBO DEJANJA, KI GA SICER MORA OPRAVITI   O
  267G                   ZA NEIZVEDBO DEJANJA, KI GA SICER NE SME OPRAVITI   O
  267H                   PRED IZVEDBO/NEIZVEDBO DEJANJA   O
  267I                   PO IZVEDBI/NEIZVEDBI DEJANJA   O
  2670                   SPREJETJE DARILA/KORISTI ZA DRUGEGA
  2677                   TERJANJE DARILA/KORISTI ZASE   O
  2678                   TERJANJE DARILA/KORISTI ZA DRUGEGA   O
  2679                   SPREJETJE DARILA/KORISTI ZASE   O
  268A                   DAJANJE DARILA/KORISTI   O
  268B                   POSKUS DAJANJA DARILA/KORISTI   O
  268C                   OBLJUBA DARILA/KORISTI   O
  268D                   POSREDOVANJE PRI PODKUPOVANJU   O
  268E                   ZA IZVEDBO NEDOVOLJENEGA DEJANJA   O
  268F                   ZA NEIZVEDBO PREDPISANEGA DEJANJA   O
  268G                   ZA IZVEDBO DEJANJA, KI GA SICER MORA OPRAVITI   O
  268H                   ZA NEIZVEDBO DEJANJA, KI GA SICER NE SME OPRAVITI   O
  268I                   DAJANJE DARILA/KORISTI ZA URADNO OSEBO   O
  268J                   DAJANJE DARILA/KORISTI ZA DRUGEGA   O
  269A                   IZKORIŠÈANJE URADNEGA POLOŽAJA   O
  269B                   IZKORIŠÈANJE DRUŽABNEGA POLOŽAJA/VPLIVA   O
  269C                   ZA IZVEDBO NEDOVOLJENEGA DEJANJA   O
  269D                   ZA NEIZVEDBO PREDPISANEGA DEJANJA   O
  269E                   TERJANJE DARILA/KORISTI ZASE
  269F                   TERJANJE DARILA/KORISTI ZA DRUGEGA
  269G                   SPREJETJE DARILA/KORISTI ZASE
  269H                   SPREJETJE DARILA/KORISTI ZA DRUGEGA
  269I                   OBLJUBA DARILA/KORISTI   O
  269J                   PONUDBA DARILA/KORISTI   O
  269K                   DAJANJE DARILA/KORISTI   O
  269L                   IZVRŠITEV URADNEGA DEJANJA ZA SVOJO KORIST   O
  269M                   IZVRŠITEV URADNEGA DEJANJA ZA KORIST DRUGEGA   O
  269N                   OPUSTITEV URADNEGA DEJANJA ZA SVOJO KORIST   O
  269O                   OPUSTITEV URADNEGA DEJANJA ZA KORIST DRUGEGA   O
  269P                   IZVRŠITEV URAD. DEJANJA, KI SE SICER NE SME OPRAV. ZA SVOJO KORIST   O
  269R                   IZVRŠITEV URAD. DEJ., KI SE SICER NE SME OPRAV. ZA KORIST DRUGEGA   O
  269S                   OPUSTITEV URAD. DEJ., KI SE SICER MORA OPRAVLJATI ZA SVOJO KORIST   O
  269T                   OPUSTITEV URAD. DEJ., KI SE SICER MORA OPRAV. ZA KORIST DRUGEGA   O
  2691                   PASIVNO VNAPREJŠNJE PRAVO PODKUPOVANJE
  2692                   PASIVNO POZNEJŠE PRAVO PODKUPOVANJE
  2693                   PASIVNO VNAPREJŠNJE NEPRAVO PODKUPOVANJE
  2694                   PASIVNO POZNEJŠE NEPRAVO PODKUPOVANJE
  2695                   AKTIVNO VNAPREJŠNJE PRAVO PODKUPOVANJE
  2696                   AKTIVNO VNAPREJŠNJE NEPRAVO PODKUPOVANJE
  270A                   GRDO RAVNANJE   O
  270B                   ŽALITEV   O
  270C                   POVZROÈITEV LAHKE TELESNE POŠKODBE   O
  270D                   PRIZADETJE ÈLOVEŠKEGA DOSTOJANSTVA   O
  271A                   UPORABA SILE   O
  271B                   UPORABA GROŽNJE   O
  271C                   UPORABA DRUGEGA NEDOVOLJENEGA SREDSTVA/NAÈINA   O
  271D                   UPORABA HUDEGA NASILJA   O
  271E                   HUDE POSLEDICE ZA OBDOLŽENCA   O
  2711                   PRETEPANJE
  2712                   PSIHIÈNA SILA
  2713                   ZAPRTJE V PROSTOR
  2714                   VKLENITEV
  2715                   VEZANJE
  272A                   PRI HIŠNI PREISKAVI   O
  272B                   PRI OSEBNI PREISKAVI   O
  272C                   OB IZVRŠBI V SODNEM/UPRAVNEM POSTOPKU   O
  282A                   SPOROÈITEV PODATKOV   O
  282B                   IZROÈITEV PODATKOV   O
  282C                   DRUGAÈNO OMOGOÈANJE DOSTOPA DO PODATKOV   O
  282D                   ZBIRANJE PODATKOV Z NAMENOM IZROÈITVE   O
  282E                   PRIDOBITEV PODATKOV   O
  282F                   JAVNA OBJAVA PODATKOV   O
  282G                   IZ KORISTOLJUBJA   O
  282H                   Z NAMENOM OBJAVE   O
  282I                   ZA UPORABO V TUJINI   O
  282J                   POSLEDICE SO DEJANSKO NASTALE   O
  282K                   POSLEDICE BI LAHKO NASTALE   O
  285A                   NENAZNANJENO DEJANJE JE OSTALO PRI POSKUSU   O
  285B                   NENAZNANJENO DEJANJE JE BILO DOKONÈANO   O
  286A                   VE ZA STORILCA   O
  286B                   VE ZA DEJANJE   O
  287A                   SKRIVANJE STORILCA   O
  287B                   SKRIVANJE ORODJA, PREDMETOV...   O
  287C                   SKRIVANJE SLEDOV   O
  287D                   DRUGAÈNO PREPREÈEVANJE ODKRITJA STORILCA   O
  287E                   SKRIVANJE OBSOJENCA   O
  289A                   PRED SODIŠÈEM   O
  289B                   V KAZENSKEM POSTOPKU   O
  289C                   V POSTOPKU O PREKRŠKU   O
  289D                   V PARLAMENTARNI PREISKAVI   O
  289E                   V DISCIPLINSKEM POSTOPKU   O
  289F                   V UPRAVNEM POSTOPKU   O
  289G                   V PRAVDNEM POSTOPKU   O
  289H                   V NEPRAVDNEM POSTOPKU   O
  289I                   V IZVRŠILNEM POSTOPKU   O
  289J                   KRIVA IZPOVEDBA   O
  289K                   KRIVO PISNO MNENJE   O
  289L                   LAŽNI PISNI PREVOD   O
  290A                   PREPREÈITEV DOKAZOVANJA   O
  290B                   OTEŽITEV DOKAZOVANJA   O
  290C                   SKRITJE   O
  290D                   UNIÈENJE   O
  290E                   ODSTRANITEV   O
  290F                   POŠKODOVANJE   O
  290G                   PREMIK, PRESTAVITEV   O
  290H                   DRUGAÈNA POVZROÈITEV NERABNOSTI   O
  291A                   V POSTOPKU PRED OBRAVNAVO   O
  291B                   V OBRAVNAVI   O
  291C                   V SODNEM POSTOPKU   O
  291D                   V POSTOPKU O PREKRŠKU   O
  291E                   V UPRAVNEM POSTOPKU   O
  291F                   V PARLAMENTARNI PREISKAVI   O
  291G                   POTEK POSTOPKA PROTI MLADOLETNIKU   O
  291H                   OBJAVA MLADOLETNIKOVIH PODATKOV   O
  291I                   TAJNOST DOLOÈENA Z ZAKONOM   O
  291J                   TAJNOST DOLOÈENA Z ODLOÈBO   O
  293A                   PRILASTITEV OSEBNEGA VOZILA
  293B                   PRILASTITEV TOVORNEGA VOZILA
  293C                   PRILASTITEV AVTOBUSA
  293D                   PRILASTITEV KOMBINIRANEGA VOZILA
  293E                   PRILASTITEV MOTORNEGA KOLESA
  293F                   ZATAJITEV OSEBNEGA VOZILA
  293G                   ZATAJITEV TOVORNEGA VOZILA
  293H                   ZATAJITEV AVTOBUSA
  293I                   ZATAJITEV KOMBINIRANEGA VOZILA
  293J                   ZATAJITEV MOTORNEGA KOLESA
  294A                   UPORABA SILE   O
  294B                   UPORABA GROŽNJE   O
  294C                   ZOPER ŽIVLJENJE   O
  294D                   ZOPER TELO   O
  294E                   BEG IZ ZAPORA   O
  294F                   BEG IZ PRIPORA   O
  295A                   NAMEN OSVOBODITVE   O
  295B                   NAMEN NAPADA   O
  295C                   S SILO   O
  295D                   Z GROŽNJO O UPORABI SILE   O
  295E                   PAZNIKI MORAJO KAJ STORITI   O
  295F                   PAZNIKI MORAJO KAJ OPUSTITI   O
  295G                   SILA JE BILA DEJANSKO UPORABLJENA   O
  295H                   GROŽNJA JE BILA DEJANSKO UPORABLJENA   O
  296A                   Z UPORABO SILE   O
  296B                   Z UPORABO GROŽNJE   O
  296C                   S PRESLEPITVIJO   O
  296D                   DRUGAÈE OMOGOÈEN BEG   O
  296E                   ZAPORNIKU   O
  296F                   PRIPORNIKU   O
  296G                   OBSOJENCU IZ PSIHIATRIÈNEGA ZDRAVLJENJA   O
  296H                   OBSOJENCU IZ ZDRAVSTVENEGA ZAVODA   O
  296I                   MLADOLETNIKU IZ PREVZGOJNEGA DOMA   O
  2971                   ZDRUŽBA Z NOTRANJO ORGANIZACIJO
  2972                   ZDRUŽBA POVEZANA Z DRUGIMI ZDRUŽBAMI ZNOTRAJ RS
  2973                   MEDNARODNA ZDRUŽBA
  2981                   BREZ POSEBNEGA NAÈRTOVANJA
  2982                   S PODROBNIM NAÈRTOVANJEM
  299A                   Z ŽALITVIJO   O
  299B                   Z GRDIM RAVNANJEM   O
  299C                   Z NASILJEM   O
  299D                   Z OGROŽANJEM VARNOSTI   O
  299E                   POVZROÈITEV LAHKE TELESNE POŠKODBE   O
  299F                   POVZROÈENO ZGRAŽANJE JAVNOSTI   O
  299G                   POVZROÈEN STRAH V JAVNOSTI   O
  299H                   DVA ALI VEÈ STORILCEV   O
  299I                   VEÈ ŽRTEV   O
  300A                   NARODNOSTNO   O
  300B                   RASNO   O
  300C                   VERSKO   O
  300D                   "ARIJSKEGA" TIPA   O
  300E                   S PRISILO   O
  300F                   Z GRDIM RAVNANJEM   O
  300G                   Z OGROŽANJEM VARNOSTI   O
  300H                   S SRAMOTITVIJO SIMBOLOV   O
  300I                   S POŠKODOVANJEM TUJIH STVARI   O
  300J                   Z OSKRUNITVIJO SPOMENIKOV, ZNAMENJ, GROBOV   O
  300K                   ODOBRAVANJE GENOCIDA   O
  301A                   NASILJE PROTI LJUDEM   O
  301B                   UNIÈENJE/POŠKODOVANJE PREMOŽENJA   O
  301C                   POSKUS DEJANJA   O
  301D                   ŽRTEV JE BILA UBITA   O
  301E                   ŽRTEV JE BILA HUDO TELESNO POŠKODOVANA   O
  302A                   S SILO   O
  302B                   Z GROŽNJO O UPORABI SILE   O
  302C                   Z GROŽNJO O UPORABI OROŽJA   O
  302D                   Z RAZŽALITVIJO   O
  302E                   Z GRDIM RAVNANJEM   O
  302F                   S PRIZADEJANJEM LAHKE TELESNE POŠKODBE   O
  302G                   URADNA OSEBA MORA OPRAVITI DEJANJE   O
  302H                   URADNA OSEBA NE MORE OPRAVITI DEJANJA   O
  302I                   PREPREÈITEV NALOGE JAVNE VARNOSTI   O
  302J                   PREPREÈITEV NALOGE DRŽAVNE VARNOSTI   O
  302K                   PREPREÈITEV ZASLEDOVANJA STORILCA   O
  302L                   PREPREÈITEV VAROVANJA OSEBE, KI JI JE ODVZETA PROSTOST   O
  302M                   MAŠÈEVANJE Z OGROŽANJEM ŽIVLJENJA ALI TELESA URADNE OSEBE   O
  302N                   MAŠÈEVANJE Z OGROŽANJEM ŽIVLJENJA ALI TELESA BLIŽNJIH SORODNIKOV   O
  302O                   MAŠÈEVANJE Z OGROŽANJEM PREMOŽENJA URADNE OSEBE   O
  302P                   MAŠÈEVANJE Z OGROŽANJEM PREMOŽENJA BLIŽNJIH SORODNIKOV   O
  303A                   Z NAPADOM   O
  303B                   Z RESNO GROŽNJO O NAPADU   O
  303C                   Z GROŽNJO O UPORABI OROŽJA   O
  303D                   Z GRDIM RAVNANJEM   O
  303E                   S PRIZADEJANJEM LAHKE TELESNE POŠKODBE   O
  303F                   ZOPER OSEBO, KI POMAGA URADNI OSEBI   O
  303G                   ZOPER VEÈ OSEB HKRATI   O
  303H                   PRI IZVAJANJU NALOG JAVNE VARNOSTI   O
  303I                   PRI IZVAJANJU NALOG DRŽAVNE VARNOSTI   O
  304A                   DOKONÈANO DEJANJE   O
  304B                   POSKUS DEJANJA   O
  304C                   URADNA OSEBA MORA OPRAVITI DEJANJE   O
  304D                   URADNA OSEBA NE MORE OPRAVITI DEJANJA   O
  305A                   PROTI DRŽAVNEMU ORGANU   O
  305B                   PROTI URADNI OSEBI   O
  305C                   UKREP/ODLOÈBA NI BIL IZVRŠEN   O
  305D                   ZNATNA OTEŽITEV IZVEDBE UKREPA/ODLOÈBE   O
  305E                   DEJANJE JE STORIL VODJA SKUPINE   O
  3051                   NA JAVNEM ZBOROVANJU
  3052                   S SREDSTVI JAVNEGA OBVEŠÈANJA
  3053                   Z GRAFITI
  306A                   ODSTRANITEV PEÈATA/ZNAMENJA   O
  306B                   POŠKODOVANJE PEÈATA/ZNAMENJA   O
  306C                   VSTOP V PROSTOR BREZ ODSTRANITVE/POŠKODOVANJA   O
  306D                   ZAVAROVAN PREDMET   O
  306E                   ZAVAROVAN PROSTOR   O
  3061                   PEÈAT/ZNAMENJE POLICIJE
  3062                   PEÈAT/ZNAMENJE DRUGIH ORGANOV
  307A                   ODVZEM   O
  307B                   SKRITJE   O
  307C                   UNIÈENJE   O
  307D                   POŠKODOVANJE   O
  307E                   DRUGAÈE POVZROÈENA NERABNOST   O
  307F                   NA ŠKODO DRŽAVNEGA ORGANA   O
  307G                   NA ŠKODO GOSPODARSKE DRUŽBE   O
  307H                   NA ŠKODO PRAVNE OSEBE Z JAVNIMI POOBLASTILI   O
  307I                   NA ŠKODO POSAMEZNIKA Z JAVNIMI POOBLASTILI   O
  308A                   ZARADI PRIDOBITVE KORISTI   O
  308B                   ZARADI POVZROÈITVE ŠKODE   O
  308C                   ZA POLICISTA   O
  308D                   ZA CARINIKA   O
  308E                   ZA VOJAŠKO OSEBO   O
  308F                   ZA DRUGO URADNO OSEBO   O
  308G                   NOŠNJA ZNAMENJ POLICISTA   O
  308H                   NOŠNJA ZNAMENJ CARINIKA   O
  308I                   NOŠNJA ZNAMENJ VOJAŠKE OSEBE   O
  308J                   NOŠNJA ZNAMENJ DRUGE URADNE OSEBE   O
  308K                   OPRAVA URADNEGA DEJANJA POLICISTA   O
  308L                   OPRAVA URADNEGA DEJANJA CARINIKA   O
  308M                   OPRAVA URADNEGA DEJANJA VOJAŠKE OSEBE   O
  308N                   OPRAVA URADNEGA DEJANJA DRUGE URADNE OSEBE   O
  309A                   IZDELAVA   O
  309B                   PRIDOBIVANJE   O
  309C                   PRODAJA   O
  309D                   DRUGAÈNO OMOGOÈANJE PRIDOBITVE DRUGIM   O
  309E                   HRANJENJE   O
  309F                   OMOGOÈANJE PRIDOBITVE DRUGIM   O
  309G                   POSEDOVANJE   O
  309H                   DAJANJE V UPORABO   O
  309I                   UVOZ   O
  309J                   IZVOZ   J
  309K                   DRUG NAÈIN ZAGOTAVLJANJA PRIPOMOÈKOV ZA VDOR V INFOR. SISTEM   O
  309L                   DRUG NAÈIN ZAGOTAVLJANJA PRIPOMOÈKOV ZA NEUPR. VSTOP V INF. SIST.   O
  310A                   IZDELAVA   O
  310B                   PRODAJA   O
  310C                   PRIDOBIVANJE   O
  310D                   MENJAVA ZA DRUGO OROŽJE   O
  310E                   MENJAVA ZA DRUGO STVAR   O
  310F                   VNOS V DRŽAVO   O
  310G                   NEDOVOLJENIH BOJNIH SREDSTEV   O
  310H                   BOJNIH SREDSTEV Z OMEJITVAMI   O
  310I                   V VELIKI KOLIÈINI   O
  310J                   V VELIKI VREDNOSTI   O
  310K                   VELIKA NEVARNOST   O
  310L                   HRAMBA   O
  3101                   IZDELAVA DOMA   O
  3102                   IZDELAVA V PODJETJU   O
  3103                   PRODAJA V RS   O
  3104                   PRODAJA V TUJINO   O
  3105                   PONUJANJE   O
  311A                   PRESTOP   O
  311B                   POSKUS PRESTOPA   O
  311C                   OBOROŽEN   O
  311D                   S SILO   O
  311E                   TRAJNO TIHOTAPLJENJE LJUDI   O
  311F                   ENKRATNO TIHOTAPLJENJE LJUDI IZ KORISTOLJUBJA   O
  311G                   TIHOTAPLJENJE LJUDI V ORGANIZIRANI SKUPINI   O
  311H                   PRIDOBITEV PREMOŽENJSKE KORISTI SEBI   O
  311I                   ZAGOTAVLJANJE DELOVNE SILE   O
  311J                   POVZROÈITEV NEVARNOSTI   O
  311K                   PODPIRANJE TERORISTIÈNE DEJAVNOSTI   O
  311L                   V HUDODELSKI ZDRUŽBI   O
  3110                   PRIDOBITEV PREMOŽENJSKE KORISTI DRUGIM   O
  3111                   S SODELOVANJEM URADNE OSEBE   O
  3112                   ORGANIZATOR
  3113                   VODNIK
  3114                   PREVOZNIK
  3115                   IZ HUMANITARNIH NAMENOV
  3116                   UPIRANJE ZAKONITI ODSTRANITVI   O
  3117                   SPRAVLJANJE TUJCEV V RS   O
  3118                   PREVAŽANJE TUJCEV PREKO RS   O
  3119                   POMOÈ PRI SKRIVANJU TUJCEV   O
  312A                   ZNAMENJA ZA POMOÈ   O
  312B                   ZNAMENJA ZA NEVARNOST   O
  312C                   UKREPANJE PRISTOJNIH BREZ POTREBE   O
  313A                   VZETJE PRAVICE   O
  313B                   VZETJE NAMIŠLJENE PRAVICE   O
  313C                   S SILO   O
  313D                   Z RESNO GROŽNJO Z NAPADOM NA ŽIVLJENJE   O
  313E                   Z RESNO GROŽNJO Z NAPADOM NA TELO   O
  314A                   OVIRANJE   O
  314B                   PREPREÈITEV   O
  315A                   UNIÈENJE GROBA (PREKOPANJE, RAZDIRANJE...)   O
  315B                   UNIÈENJE VEÈ GROBOV HKRATI   O
  315C                   DVA ALI VEÈ STORILCEV   O
  316A                   SKRITJE   O
  316B                   PRISVOJITEV   O
  316C                   POŠKODOVANJE   O
  316D                   UNIÈENJE   O
  316E                   DRUGAÈNA OSKRUNITEV   O
  317A                   S POŽAROM   O
  317B                   S POVODNIJO   O
  317C                   Z EKSPLOZIJO   O
  317D                   S STRUPOM   O
  317E                   S STRUPENIM PLINOM   O
  317F                   Z IONIZIRAJOÈIM SEVANJEM   O
  317G                   Z MOTORNO SILO   O
  317H                   Z ELEKTRIÈNO ENERGIJO   O
  317I                   Z DRUGO ENERGIJO   O
  317J                   Z DRUGIM SPLOŠNO NEVARNIM DEJANJEM/SREDSTVOM   O
  317K                   Z OPUSTITVIJO DOLŽNEGA RAVNANJA   O
  317L                   POVZROÈENA NEVARNOST ZA ŽIVLJENJE   O
  317M                   POVZROÈENA NEVARNOST ZA PREMOŽENJE   O
  317N                   POVZROÈENA SMRT   O
  317O                   POVZROÈENA HUDA TELESNA POŠKODBA   O
  317P                   POVZROÈENA VELIKA PREMOŽENJSKA ŠKODA   O
  3171                   PRI POSKUSU SAMOMORA
  3172                   Z NEZGODO PRI DELU
  318A                   RAVNANJE V NASPROTJU S PREDPISI   O
  318B                   RAVNANJE V NASPROTJU S TEHNIÈNIMI PRAVILI   O
  318C                   POVZROÈENA NEVARNOST ZA ŽIVLJENJE   O
  318D                   POVZROÈENA NEVARNOST ZA PREMOŽENJE   O
  318E                   POVZROÈENA SMRT   O
  318F                   POVZROÈENA HUDA TELESNA POŠKODBA   O
  318G                   POVZROÈENA VELIKA PREMOŽENJSKA ŠKODA   O
  319A                   RAVNANJE V NASPROTJU S PREDPISI   O
  319B                   RAVNANJE V NASPROTJU S TEHNIÈNIMI PRAVILI   O
  319C                   PRI POSESTI   O
  319D                   PRI UPORABI   O
  319E                   Z ODLOŽITVIJO   O
  319F                   PRI PREVOZU   O
  319G                   PRI DRUGAÈNEM RAZPOLAGANJU   O
  319H                   PROTIPRAVNA PRIDOBITEV   O
  319I                   PROTIPRAVNA POSEST   O
  319J                   PROTIPRAVNA ODLOŽITEV   O
  319K                   PROTIPRAVNA UPORABA   O
  319L                   PROTIPRAVEN PREVOZ   O
  319M                   PROTIPRAVNO IZROÈANJE DRUGEMU   O
  319N                   POVZROÈENA SMRT   O
  319O                   POVZROÈENA HUDA TELESNA POŠKODBA   O
  319P                   POVZROÈENA VELIKA PREMOŽENJSKA ŠKODA   O
  320A                   UNIÈENJE   O
  320B                   POŠKODOVANJE   O
  320C                   ODSTRANITEV   O
  320D                   MOTNJE V PRESKRBI PREBIVALSTVA   O
  320E                   MOTNJE V PRESKRBI GOSPODARSTVA   O
  321A                   PREVOZ   O
  321B                   ODDAJA ZA PREVOZ Z JAVNIM PROM. SREDSTVOM   O
  321C                   OSEBNI PRENOS PRI PREVOZU Z JAVNIM PROM. SREDSTVOM   O
  322A                   KLIC NA POMOÈ   O
  322B                   ZNAMENJE ZA NEVARNOST   O
  322C                   PRESLEPITEV O PODANI VARNOSTI   O
  322D                   DRUGE ZLORABE   O
  323A                   NE NAZNANI   O
  323B                   NE ODVRNE   O
  323C                   NE BI OGROZIL SEBE   O
  323D                   NE BI OGROZIL KOGA DRUGEGA   O
  323E                   OB POŽARU   O
  323F                   OB POVODNJI   O
  323G                   OB EKSPLOZIJI   O
  323H                   OB PROMETNI NESREÈI   O
  323I                   OB EKOLOŠKI NESREÈI   O
  323J                   NEVARNOST ZA ŽIVLJENJE LJUDI   O
  323K                   NEVARNOST ZA PREMOŽENJE VEÈJE VREDNOSTI   O
  323L                   NEVARNOST ZA ÈEZMERNO OBREMENITEV OKOLJA   O
  323M                   PREPREÈITEV DEJANJA S SILO   O
  323N                   PREPREÈITEV DEJANJA Z GROŽNJO   O
  323O                   PREPREÈITEV S PRESLEPITVIJO   O
  324A                   PRI ODVRAÈANJU   O
  324B                   PRI ODPRAVLJANJU POSLEDIC   O
  326A                   ŽELEZNIŠKI PROMET   O
  326B                   LADIJSKI PROMET   O
  326C                   ZRAÈNI PROMET   O
  326D                   PROMET NA ŽIÈNICAH   O
  326E                   AVTOBUSNI PROMET   O
  327A                   UNIÈENJE NAPRAV...   O
  327B                   POŠKODOVANJE NAPRAV...   O
  327C                   DAJANJE NAPAÈNIH SIGNALOV/ZNAMENJ   O
  327D                   POSTAVLJANJE OVIR   O
  327E                   DRUGE OBLIKE OGROŽANJA   O
  327F                   POVZROÈENA NEVARNOST ZA ŽIVLJENJE   O
  327G                   POVZROÈENA NEVARNOST ZA PREMOŽENJE   O
  327H                   POVZROÈENA SMRT   O
  327I                   POVZROÈENA HUDA TELESNA POŠKODBA   O
  327J                   POVZROÈENA VELIKA PREMOŽENJSKA ŠKODA   O
  328A                   PRI NADZORU VZDRŽEVANJA CESTNIH OBJEKTOV   O
  328B                   PRI NADZORU PROMETNIH SREDSTEV   O
  328C                   PRI NADZORU JAVNEGA PROMETA   O
  328D                   PRI VODENJU/USMERJANJU VOŽNJE   O
  328E                   POVZROÈENA NEVARNOST ZA ŽIVLJENJE   O
  328F                   POVZROÈENA NEVARNOST ZA PREMOŽENJE   O
  328G                   IZDAJA NALOGA NEZMOŽNEMU VOZNIKU   O
  328H                   IZDAJA NALOGA ZA VOZILO S HIBAMI   O
  328I                   POVZROÈENA SMRT   O
  328J                   POVZROÈENA HUDA TELESNA POŠKODBA   O
  328K                   POVZROÈENA VELIKA PREMOŽENJSKA ŠKODA   O
  329A                   POŠKODBA S PROMETNIM SREDSTVOM   O
  329B                   POŠKODBA ZARADI PROMETNEGA SREDSTVA   O
  329C                   POVZROÈENA SMRT   O
  329D                   POVZROÈENA HUDA TELESNA POŠKODBA   O
  330A                   S SILO   O
  330B                   Z RESNO GROŽNJO O UPORABI SILE   O
  330C                   LETALO   O
  330D                   LADJA   O
  331A                   OGROŽANJE VARNOSTI LETA LETALA   O
  331B                   PODTAKNITEV V LETALO, KI LETI   O
  331C                   POSEDOVANJE PRI SEBI V LETALU, KO LETI   O
  331D                   UNIÈENJE NAVIGACIJSKIH NAPRAV OB LETU   O
  331E                   POŠKODOVANJE NAVIGACIJSKIH NAPRAV OB LETU   O
  331F                   POVZROÈITEV DRUGE ŠKODE OB LETU   O
  331G                   DAJANJE KRIVIH OBVESTIL V ZVEZI Z LETOM   O
  331H                   OGROŽANJE VARNOSTI NA LETALIŠÈU   O
  331I                   S SILO NA LETALIŠÈU   O
  331J                   Z GROŽNJO O UPORABI SILE NA LETALIŠÈU   O
  331K                   UNIÈENJE LETALA NA LETALIŠÈU   O
  331L                   POŠKODOVANJE LETALA NA LETALIŠÈU   O
  331M                   POŠKODOVANJE VARNOSTNIH NAPRAV NA LETALIŠÈU   O
  331N                   UNIÈENJE VARNOSTNIH NAPRAV NA LETALIŠÈU   O
  331O                   UNIÈENJE LETALIŠÈA   O
  331P                   POVZROÈENA SMRT   O
  332A                   UNIÈENJE   O
  332B                   POŠKODOVANJE   O
  332C                   ODSTRANITEV   O
  333A                   ÈEZMERNO ONESNAŽENJE OKOLJA   O
  333B                   RAZVREDNOTENJE OKOLJA   O
  333C                   ÈEZMERNA RABA NARAVNIH DOBRIN   O
  333D                   ÈEZMERNO IZKORIŠÈANJE NARAVNIH DOBRIN   O
  333E                   POVZROÈENA NEVARNOST ZA ŽIVLJENJE   O
  333F                   POVZROÈENA NEVARNOST ZA ZDRAVJE   O
  333G                   POVZROÈENA NEVARNOST ZA DELNO POŠKODBO OKOLJA   O
  333H                   POVZROÈENA NEVARNOST ZA POPOLNO POŠKODBO OKOLJA   O
  333I                   POVZROÈENA NEVARNOST ZA UNIÈENJE OKOLJA   O
  333J                   POSLABŠANJE ZDRAVJA   O
  333K                   DELNO UNIÈENJE ŽIVALSKEGA SVETA   O
  333L                   POPOLNO UNIÈENJE ŽIVALSKEGA SVETA   O
  333M                   DELNO UNIÈENJE RASTLINSKEGA SVETA   O
  333N                   POPOLNO UNIÈENJE RASTLINSKEGA SVETA   O
  333O                   DELNO UNIÈENJE ZAJEMALIŠÈ PITNE VODE   O
  333P                   POPOLNO UNIÈENJE ZAJEMALIŠÈ PITNE VODE   O
  333R                   DRUGA HUDA POŠKODBA OKOLJA   O
  333S                   PONAVLJAJOÈA KRITIÈNA ONESNAŽENOST   O
  333T                   PONAVLJAJOÈE KRITIÈNO RAZVREDNOTENJE OKOLJA   O
  334A                   VOŽNJA   O
  334B                   PRIREJANJE TRENINGA   O
  334C                   PRIREJANJE TEKMOVANJA   O
  335A                   Z ZLORABO POLOŽAJA   O
  335B                   Z ZLORABO POOBLASTILA   O
  335C                   VNOS   O
  335D                   OMOGOÈANJE VNOSA   O
  3351                   S PRESLEPITVIJO URADNE OSEBE
  3352                   Z LAŽNIM DEKLARIRANJEM
  3353                   S SODELOVANJEM URADNE OSEBE
  3354                   IZVEN MEJNE KONTROLE
  3355                   LAŽNI TRANZIT
  336A                   ODLAGANJE   O
  336B                   SKLADIŠÈENJE   O
  336C                   ZAVRŽENJE   O
  336D                   NEVARNOST ZA ZDRAVJE   O
  336E                   NEVARNOST ZA ŽIVLJENJE   O
  336F                   NEVARNOST ZA OKOLJE   O
  337A                   POVZROÈENA NEVARNOST ZA ZDRAVJE LJUDI   O
  337B                   POVZROÈENA NEVARNOST ZA ŽIVLJENJE LJUDI   O
  337C                   POVZROÈENA SMRT LJUDI   O
  337D                   POVZROÈENA HUDA TELESNA POŠKODBA   O
  337E                   POVZROÈENA NEVARNOST ZA ZDRAVJE ŽIVINE   O
  337F                   POVZROÈENA NEVARNOST ZA ŽIVLJENJE ŽIVINE   O
  337G                   POVZROÈEN POGIN ŽIVALI VEÈJE VREDNOSTI   O
  337H                   POVZROÈEN POGIN VEÈJEGA ŠTEVILA ŽIVALI   O
  338A                   POVZROÈEN POGIN VEÈJEGA ŠTEVILA ŽIVALI   O
  3381                   ONESNAŽENJE ŽIVIL   O
  3382                   ONESNAŽENJE KRME   O
  3383                   POVZROÈENA NEVARNOST ZA ZDRAVJE LJUDI   O
